day,level,uid,day_formatted,date,number_of_calls,number_of_sms,duration_hours,number_of_deadlines
2013-03-27.8,4.0,u08,2013-03-27,2013-03-27,26.0,49.0,4.340277777777778,0.0
2013-03-27.8,4.0,u08,2013-03-27,2013-03-27,26.0,49.0,4.340277777777778,0.0
2013-03-28.9,3.0,u08,2013-03-28,2013-03-28,24.0,40.0,5.4575,0.0
2013-03-28.10,1.0,u08,2013-03-28,2013-03-28,24.0,40.0,5.4575,0.0
2013-03-28.11,2.0,u08,2013-03-28,2013-03-28,24.0,40.0,5.4575,0.0
2013-03-28.12,4.0,u08,2013-03-28,2013-03-28,24.0,40.0,5.4575,0.0
2013-03-29.9,1.0,u08,2013-03-29,2013-03-29,25.0,51.0,5.464444444444444,0.0
2013-03-29.10,2.0,u08,2013-03-29,2013-03-29,25.0,51.0,5.464444444444444,0.0
2013-04-02.10,1.0,u08,2013-04-02,2013-04-02,37.0,44.0,5.371111111111111,0.0
2013-03-31.10,1.0,u08,2013-03-31,2013-03-31,25.0,35.0,2.29,0.0
2013-04-01.7,3.0,u08,2013-04-01,2013-04-01,33.0,61.0,7.830277777777778,0.0
2013-04-01.8,2.0,u08,2013-04-01,2013-04-01,33.0,61.0,7.830277777777778,0.0
2013-04-01.9,1.0,u08,2013-04-01,2013-04-01,33.0,61.0,7.830277777777778,0.0
2013-04-03.17,1.0,u08,2013-04-03,2013-04-03,23.0,77.0,6.762777777777778,0.0
2013-04-04.17,1.0,u08,2013-04-04,2013-04-04,27.0,150.0,4.511388888888889,0.0
2013-04-05.15,1.0,u08,2013-04-05,2013-04-05,25.0,36.0,10.4825,0.0
2013-04-05.16,3.0,u08,2013-04-05,2013-04-05,25.0,36.0,10.4825,0.0
2013-04-07.11,1.0,u08,2013-04-07,2013-04-07,31.0,38.0,9.20111111111111,0.0
2013-04-08.15,1.0,u08,2013-04-08,2013-04-08,33.0,30.0,7.049166666666667,1.0
2013-04-15.11,2.0,u08,2013-04-15,2013-04-15,26.0,46.0,8.956388888888888,1.0
2013-04-15.12,3.0,u08,2013-04-15,2013-04-15,26.0,46.0,8.956388888888888,1.0
2013-04-10.9,3.0,u08,2013-04-10,2013-04-10,34.0,97.0,7.525833333333333,0.0
2013-04-12.12,2.0,u08,2013-04-12,2013-04-12,28.0,26.0,6.683055555555556,1.0
2013-04-14.5,2.0,u08,2013-04-14,2013-04-14,26.0,41.0,4.901666666666666,0.0
2013-04-16.9,2.0,u08,2013-04-16,2013-04-16,30.0,71.0,3.948055555555555,0.0
2013-04-18.10,3.0,u08,2013-04-18,2013-04-18,29.0,152.0,7.068888888888889,0.0
2013-04-18.11,2.0,u08,2013-04-18,2013-04-18,29.0,152.0,7.068888888888889,0.0
2013-04-20.2,2.0,u08,2013-04-20,2013-04-20,35.0,89.0,3.854444444444444,0.0
2013-04-25.2,3.0,u08,2013-04-25,2013-04-25,32.0,102.0,6.7425,0.0
2013-04-21.1,3.0,u08,2013-04-21,2013-04-21,25.0,189.0,4.258055555555556,0.0
2013-04-23.6,2.0,u08,2013-04-23,2013-04-23,24.0,68.0,6.994722222222222,1.0
2013-04-27.1,3.0,u08,2013-04-27,2013-04-27,30.0,56.0,3.7516666666666665,0.0
2013-05-01.2,3.0,u08,2013-05-01,2013-05-01,30.0,45.0,7.259722222222223,0.0
2013-05-01.3,1.0,u08,2013-05-01,2013-05-01,30.0,45.0,7.259722222222223,0.0
2013-05-01.4,2.0,u08,2013-05-01,2013-05-01,30.0,45.0,7.259722222222223,0.0
2013-05-05,3.0,u08,2013-05-05,2013-05-05,26.0,40.0,4.8275,0.0
2013-05-09.2,2.0,u08,2013-05-09,2013-05-09,26.0,43.0,5.655555555555555,0.0
2013-05-07.3,2.0,u08,2013-05-07,2013-05-07,26.0,62.0,5.329722222222222,2.0
2013-05-19.2,2.0,u08,2013-05-19,2013-05-19,25.0,41.0,4.875555555555556,0.0
2013-05-23.1,2.0,u08,2013-05-23,2013-05-23,24.0,42.0,9.760277777777778,0.0
2013-04-03.18,1.0,u32,2013-04-03,2013-04-03,24.0,24.0,6.556388888888889,0.0
2013-03-31.11,4.0,u32,2013-03-31,2013-03-31,24.0,24.0,12.131388888888887,0.0
2013-04-01.10,1.0,u32,2013-04-01,2013-04-01,24.0,24.0,7.257777777777778,0.0
2013-04-04.18,1.0,u32,2013-04-04,2013-04-04,24.0,24.0,10.734166666666669,0.0
2013-04-04.19,4.0,u32,2013-04-04,2013-04-04,24.0,24.0,10.734166666666669,0.0
2013-04-08.16,4.0,u32,2013-04-08,2013-04-08,24.0,24.0,7.046944444444445,1.0
2013-04-08.17,1.0,u32,2013-04-08,2013-04-08,24.0,24.0,7.046944444444445,1.0
2013-04-06.9,4.0,u32,2013-04-06,2013-04-06,24.0,24.0,8.001111111111111,0.0
2013-04-05.17,1.0,u32,2013-04-05,2013-04-05,24.0,24.0,7.983611111111111,1.0
2013-04-07.12,4.0,u32,2013-04-07,2013-04-07,24.0,24.0,9.604166666666666,0.0
2013-04-17.11,1.0,u32,2013-04-17,2013-04-17,24.0,24.0,5.254722222222222,1.0
2013-04-17.12,4.0,u32,2013-04-17,2013-04-17,24.0,24.0,5.254722222222222,1.0
2013-04-09.12,4.0,u32,2013-04-09,2013-04-09,24.0,24.0,7.360555555555555,0.0
2013-04-10.10,4.0,u32,2013-04-10,2013-04-10,24.0,24.0,10.104722222222222,0.0
2013-04-16.10,1.0,u32,2013-04-16,2013-04-16,24.0,24.0,5.320833333333334,0.0
2013-04-11.11,1.0,u32,2013-04-11,2013-04-11,24.0,24.0,12.917222222222222,1.0
2013-04-12.13,4.0,u32,2013-04-12,2013-04-12,24.0,24.0,12.091944444444444,1.0
2013-04-13.7,4.0,u32,2013-04-13,2013-04-13,24.0,24.0,8.323888888888888,0.0
2013-04-14.6,1.0,u32,2013-04-14,2013-04-14,24.0,24.0,9.481111111111112,0.0
2013-04-15.13,1.0,u32,2013-04-15,2013-04-15,24.0,24.0,7.540277777777778,1.0
2013-04-18.12,4.0,u32,2013-04-18,2013-04-18,24.0,24.0,1.6955555555555557,0.0
2013-04-20.3,4.0,u32,2013-04-20,2013-04-20,24.0,24.0,9.405555555555557,0.0
2013-04-24.2,4.0,u32,2013-04-24,2013-04-24,16.0,16.0,6.832777777777777,0.0
2013-04-22.5,1.0,u32,2013-04-22,2013-04-22,24.0,24.0,10.025277777777776,1.0
2013-04-22.6,4.0,u32,2013-04-22,2013-04-22,24.0,24.0,10.025277777777776,1.0
2013-04-23.7,4.0,u32,2013-04-23,2013-04-23,24.0,24.0,7.1525,0.0
2013-04-26.3,1.0,u32,2013-04-26,2013-04-26,24.0,24.0,10.346944444444444,1.0
2013-04-28,1.0,u32,2013-04-28,2013-04-28,24.0,24.0,8.899444444444445,0.0
2013-04-29.7,1.0,u32,2013-04-29,2013-04-29,24.0,24.0,6.435555555555556,0.0
2013-04-30.5,4.0,u32,2013-04-30,2013-04-30,24.0,24.0,,1.0
2013-04-30.6,1.0,u32,2013-04-30,2013-04-30,24.0,24.0,,1.0
2013-05-10,1.0,u32,2013-05-10,2013-05-10,24.0,24.0,8.506944444444445,1.0
2013-05-06.4,1.0,u32,2013-05-06,2013-05-06,22.0,22.0,5.800833333333333,1.0
2013-05-08.2,1.0,u32,2013-05-08,2013-05-08,24.0,24.0,5.718888888888889,0.0
2013-05-14,1.0,u32,2013-05-14,2013-05-14,24.0,24.0,2.6619444444444444,0.0
2013-05-18.2,5.0,u32,2013-05-18,2013-05-18,,,8.164722222222222,0.0
2013-05-22,1.0,u32,2013-05-22,2013-05-22,,,9.178333333333333,0.0
2013-05-27.2,4.0,u32,2013-05-27,2013-05-27,,,3.681111111111111,0.0
2013-03-27.9,4.0,u05,2013-03-27,2013-03-27,24.0,24.0,5.378333333333333,0.0
2013-03-27.9,4.0,u05,2013-03-27,2013-03-27,24.0,24.0,5.378333333333333,0.0
2013-03-27.10,5.0,u05,2013-03-27,2013-03-27,24.0,24.0,5.378333333333333,0.0
2013-03-27.10,5.0,u05,2013-03-27,2013-03-27,24.0,24.0,5.378333333333333,0.0
2013-03-28.13,4.0,u05,2013-03-28,2013-03-28,24.0,24.0,6.418333333333333,0.0
2013-03-28.14,1.0,u05,2013-03-28,2013-03-28,24.0,24.0,6.418333333333333,0.0
2013-03-30.10,4.0,u05,2013-03-30,2013-03-30,24.0,24.0,8.305833333333334,0.0
2013-03-31.12,1.0,u05,2013-03-31,2013-03-31,24.0,24.0,6.406944444444445,1.0
2013-03-30.11,4.0,u07,2013-03-30,2013-03-30,24.0,24.0,2.939722222222222,0.0
2013-03-30.12,5.0,u07,2013-03-30,2013-03-30,24.0,24.0,2.939722222222222,0.0
2013-03-27.11,2.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-27.11,2.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-27.12,4.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-27.12,4.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-27.13,1.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-27.13,1.0,u07,2013-03-27,2013-03-27,24.0,24.0,7.9847222222222225,0.0
2013-03-28.15,1.0,u07,2013-03-28,2013-03-28,24.0,24.0,8.554166666666667,0.0
2013-03-28.16,4.0,u07,2013-03-28,2013-03-28,24.0,24.0,8.554166666666667,0.0
2013-03-29.11,4.0,u07,2013-03-29,2013-03-29,24.0,24.0,4.893888888888889,0.0
2013-03-29.12,1.0,u07,2013-03-29,2013-03-29,24.0,24.0,4.893888888888889,0.0
2013-03-31.13,4.0,u07,2013-03-31,2013-03-31,24.0,24.0,4.566944444444444,0.0
2013-03-31.14,5.0,u07,2013-03-31,2013-03-31,24.0,24.0,4.566944444444444,0.0
2013-03-31.15,1.0,u07,2013-03-31,2013-03-31,24.0,24.0,4.566944444444444,0.0
2013-04-01.11,5.0,u07,2013-04-01,2013-04-01,24.0,24.0,7.2666666666666675,1.0
2013-04-01.12,4.0,u07,2013-04-01,2013-04-01,24.0,24.0,7.2666666666666675,1.0
2013-04-03.19,4.0,u07,2013-04-03,2013-04-03,24.0,24.0,9.789722222222222,0.0
2013-04-04.20,4.0,u07,2013-04-04,2013-04-04,24.0,24.0,9.140833333333331,0.0
2013-04-05.18,5.0,u07,2013-04-05,2013-04-05,22.0,22.0,9.803333333333333,0.0
2013-04-08.18,4.0,u07,2013-04-08,2013-04-08,22.0,22.0,10.308333333333334,2.0
2013-04-11.12,4.0,u07,2013-04-11,2013-04-11,24.0,24.0,9.077222222222222,0.0
2013-04-11.13,1.0,u07,2013-04-11,2013-04-11,24.0,24.0,9.077222222222222,0.0
2013-04-12.14,1.0,u07,2013-04-12,2013-04-12,24.0,24.0,6.426111111111111,0.0
2013-04-12.15,4.0,u07,2013-04-12,2013-04-12,24.0,24.0,6.426111111111111,0.0
2013-04-13.8,4.0,u07,2013-04-13,2013-04-13,24.0,24.0,4.111111111111111,0.0
2013-04-17.13,4.0,u07,2013-04-17,2013-04-17,24.0,24.0,6.353055555555556,0.0
2013-04-15.14,2.0,u07,2013-04-15,2013-04-15,23.0,23.0,4.081388888888888,2.0
2013-04-23.8,4.0,u07,2013-04-23,2013-04-23,24.0,24.0,,0.0
2013-04-23.9,5.0,u07,2013-04-23,2013-04-23,24.0,24.0,,0.0
2013-03-31.16,1.0,u03,2013-03-31,2013-03-31,24.0,24.0,,0.0
2013-03-31.17,4.0,u03,2013-03-31,2013-03-31,24.0,24.0,,0.0
2013-03-31.18,5.0,u03,2013-03-31,2013-03-31,24.0,24.0,,0.0
2013-03-27.14,4.0,u03,2013-03-27,2013-03-27,24.0,24.0,4.083611111111111,0.0
2013-03-27.14,4.0,u03,2013-03-27,2013-03-27,24.0,24.0,4.083611111111111,0.0
2013-03-27.15,5.0,u03,2013-03-27,2013-03-27,24.0,24.0,4.083611111111111,0.0
2013-03-27.15,5.0,u03,2013-03-27,2013-03-27,24.0,24.0,4.083611111111111,0.0
2013-04-04.21,5.0,u03,2013-04-04,2013-04-04,24.0,24.0,,0.0
2013-04-05.19,5.0,u03,2013-04-05,2013-04-05,24.0,24.0,2.961388888888889,0.0
2013-04-07.13,1.0,u03,2013-04-07,2013-04-07,24.0,24.0,,0.0
2013-04-08.19,5.0,u03,2013-04-08,2013-04-08,24.0,24.0,3.274722222222222,2.0
2013-04-09.13,1.0,u03,2013-04-09,2013-04-09,24.0,24.0,0.0527777777777777,0.0
2013-04-21.2,2.0,u03,2013-04-21,2013-04-21,24.0,24.0,4.365277777777778,0.0
2013-04-23.10,1.0,u03,2013-04-23,2013-04-23,24.0,24.0,0.6441666666666667,0.0
2013-04-29.8,3.0,u03,2013-04-29,2013-04-29,24.0,24.0,1.4761111111111112,1.0
2013-04-29.9,4.0,u03,2013-04-29,2013-04-29,24.0,24.0,1.4761111111111112,1.0
2013-05-12.1,1.0,u03,2013-05-12,2013-05-12,24.0,24.0,0.0194444444444444,0.0
2013-04-08.20,,u13,2013-04-08,2013-04-08,24.0,24.0,0.9644444444444444,1.0
2013-04-03.20,4.0,u30,2013-04-03,2013-04-03,26.0,26.0,9.098333333333333,0.0
2013-03-29.13,4.0,u30,2013-03-29,2013-03-29,24.0,24.0,9.098611111111111,1.0
2013-03-29.14,1.0,u30,2013-03-29,2013-03-29,24.0,24.0,9.098611111111111,1.0
2013-03-31.19,4.0,u30,2013-03-31,2013-03-31,24.0,24.0,5.344722222222222,1.0
2013-03-31.20,1.0,u30,2013-03-31,2013-03-31,24.0,24.0,5.344722222222222,1.0
2013-04-06.10,4.0,u30,2013-04-06,2013-04-06,20.0,20.0,8.922222222222222,0.0
2013-04-06.11,5.0,u30,2013-04-06,2013-04-06,20.0,20.0,8.922222222222222,0.0
2013-04-06.12,1.0,u30,2013-04-06,2013-04-06,20.0,20.0,8.922222222222222,0.0
2013-04-07.14,2.0,u30,2013-04-07,2013-04-07,23.0,23.0,4.550277777777778,1.0
2013-04-10.11,5.0,u30,2013-04-10,2013-04-10,24.0,24.0,6.130555555555556,0.0
2013-04-10.12,4.0,u30,2013-04-10,2013-04-10,24.0,24.0,6.130555555555556,0.0
2013-04-11.14,4.0,u30,2013-04-11,2013-04-11,24.0,24.0,12.321944444444444,0.0
2013-04-13.9,4.0,u30,2013-04-13,2013-04-13,24.0,24.0,14.60138888888889,0.0
2013-04-16.11,4.0,u30,2013-04-16,2013-04-16,24.0,24.0,8.133055555555556,1.0
2013-04-15.15,4.0,u30,2013-04-15,2013-04-15,24.0,24.0,8.06638888888889,1.0
2013-04-17.14,1.0,u30,2013-04-17,2013-04-17,24.0,24.0,7.3225,0.0
2013-04-18.13,3.0,u30,2013-04-18,2013-04-18,24.0,24.0,9.060555555555556,0.0
2013-04-19.3,2.0,u30,2013-04-19,2013-04-19,24.0,24.0,7.861388888888889,1.0
2013-04-20.4,1.0,u30,2013-04-20,2013-04-20,24.0,24.0,13.628333333333334,0.0
2013-04-22.7,4.0,u30,2013-04-22,2013-04-22,24.0,24.0,6.8502777777777775,1.0
2013-04-26.4,1.0,u30,2013-04-26,2013-04-26,15.0,15.0,8.011666666666667,1.0
2013-04-25.3,4.0,u30,2013-04-25,2013-04-25,23.0,23.0,10.911944444444444,0.0
2013-04-29.10,1.0,u30,2013-04-29,2013-04-29,24.0,24.0,9.883611111111112,0.0
2013-05-03.6,4.0,u30,2013-05-03,2013-05-03,24.0,24.0,9.830833333333333,1.0
2013-03-29.15,1.0,u14,2013-03-29,2013-03-29,24.0,24.0,10.604444444444445,0.0
2013-03-30.13,1.0,u14,2013-03-30,2013-03-30,24.0,24.0,8.124722222222223,0.0
2013-04-01.13,2.0,u14,2013-04-01,2013-04-01,24.0,24.0,8.101111111111111,0.0
2013-04-03.21,2.0,u14,2013-04-03,2013-04-03,24.0,24.0,12.92388888888889,0.0
2013-04-04.22,2.0,u14,2013-04-04,2013-04-04,24.0,24.0,11.0975,0.0
2013-04-05.20,2.0,u14,2013-04-05,2013-04-05,24.0,24.0,7.709444444444444,0.0
2013-04-06.13,2.0,u14,2013-04-06,2013-04-06,24.0,24.0,8.6825,0.0
2013-04-09.14,2.0,u14,2013-04-09,2013-04-09,24.0,24.0,8.519166666666667,2.0
2013-04-10.13,2.0,u14,2013-04-10,2013-04-10,24.0,24.0,13.644722222222224,0.0
2013-04-12.16,2.0,u14,2013-04-12,2013-04-12,24.0,24.0,5.4158333333333335,0.0
2013-04-11.15,2.0,u14,2013-04-11,2013-04-11,24.0,24.0,9.369166666666668,1.0
2013-04-15.16,2.0,u14,2013-04-15,2013-04-15,24.0,24.0,6.223888888888889,1.0
2013-04-17.15,2.0,u14,2013-04-17,2013-04-17,24.0,24.0,6.551944444444445,0.0
2013-04-18.14,2.0,u14,2013-04-18,2013-04-18,24.0,24.0,6.202222222222222,2.0
2013-04-29.11,2.0,u14,2013-04-29,2013-04-29,24.0,24.0,13.438333333333333,0.0
2013-04-29.12,3.0,u14,2013-04-29,2013-04-29,24.0,24.0,13.438333333333333,0.0
2013-05-09.3,3.0,u14,2013-05-09,2013-05-09,24.0,24.0,7.673055555555555,0.0
2013-04-03.22,1.0,u12,2013-04-03,2013-04-03,32.0,25.0,8.894166666666667,0.0
2013-04-03.23,4.0,u12,2013-04-03,2013-04-03,32.0,25.0,8.894166666666667,0.0
2013-03-27.16,4.0,u12,2013-03-27,2013-03-27,30.0,33.0,5.875277777777778,1.0
2013-03-27.16,4.0,u12,2013-03-27,2013-03-27,30.0,33.0,5.875277777777778,1.0
2013-03-28.17,3.0,u12,2013-03-28,2013-03-28,25.0,24.0,5.793611111111111,0.0
2013-03-28.18,4.0,u12,2013-03-28,2013-03-28,25.0,24.0,5.793611111111111,0.0
2013-03-29.16,1.0,u12,2013-03-29,2013-03-29,25.0,40.0,8.345277777777778,0.0
2013-03-30.14,3.0,u12,2013-03-30,2013-03-30,26.0,35.0,5.941944444444444,0.0
2013-04-01.14,4.0,u12,2013-04-01,2013-04-01,24.0,30.0,6.477777777777778,0.0
2013-04-04.23,3.0,u12,2013-04-04,2013-04-04,31.0,28.0,5.569166666666667,0.0
2013-04-05.21,4.0,u12,2013-04-05,2013-04-05,34.0,151.0,9.478333333333332,0.0
2013-04-10.14,4.0,u12,2013-04-10,2013-04-10,23.0,31.0,6.877222222222223,1.0
2013-04-10.15,1.0,u12,2013-04-10,2013-04-10,23.0,31.0,6.877222222222223,1.0
2013-04-11.16,1.0,u12,2013-04-11,2013-04-11,30.0,40.0,4.193888888888889,0.0
2013-04-13.10,3.0,u12,2013-04-13,2013-04-13,28.0,27.0,2.953611111111111,0.0
2013-04-15.17,1.0,u12,2013-04-15,2013-04-15,26.0,34.0,5.164444444444444,1.0
2013-04-16.12,1.0,u12,2013-04-16,2013-04-16,26.0,25.0,4.618055555555555,1.0
2013-04-30.7,3.0,u12,2013-04-30,2013-04-30,24.0,24.0,3.196388888888889,2.0
2013-03-27.17,4.0,u57,2013-03-27,2013-03-27,24.0,28.0,4.606111111111111,0.0
2013-03-27.17,4.0,u57,2013-03-27,2013-03-27,24.0,28.0,4.606111111111111,0.0
2013-03-27.18,5.0,u57,2013-03-27,2013-03-27,24.0,28.0,4.606111111111111,0.0
2013-03-27.18,5.0,u57,2013-03-27,2013-03-27,24.0,28.0,4.606111111111111,0.0
2013-03-28.19,4.0,u57,2013-03-28,2013-03-28,24.0,30.0,8.728055555555557,0.0
2013-03-29.17,4.0,u57,2013-03-29,2013-03-29,24.0,29.0,7.653333333333333,0.0
2013-03-31.21,5.0,u57,2013-03-31,2013-03-31,23.0,36.0,6.840833333333333,0.0
2013-04-02.11,1.0,u57,2013-04-02,2013-04-02,24.0,30.0,5.266666666666667,0.0
2013-04-03.24,1.0,u57,2013-04-03,2013-04-03,24.0,28.0,5.143055555555556,0.0
2013-04-04.24,1.0,u57,2013-04-04,2013-04-04,24.0,33.0,5.301666666666667,0.0
2013-04-05.22,1.0,u57,2013-04-05,2013-04-05,23.0,38.0,3.542222222222222,0.0
2013-04-08.21,1.0,u57,2013-04-08,2013-04-08,19.0,22.0,4.1594444444444445,2.0
2013-04-09.15,4.0,u57,2013-04-09,2013-04-09,24.0,27.0,6.631388888888889,0.0
2013-04-09.16,1.0,u57,2013-04-09,2013-04-09,24.0,27.0,6.631388888888889,0.0
2013-04-10.16,4.0,u57,2013-04-10,2013-04-10,24.0,46.0,8.97,0.0
2013-04-11.17,1.0,u57,2013-04-11,2013-04-11,24.0,37.0,7.430833333333333,0.0
2013-04-13.11,1.0,u57,2013-04-13,2013-04-13,24.0,44.0,8.733333333333333,0.0
2013-04-14.7,2.0,u57,2013-04-14,2013-04-14,24.0,34.0,7.045833333333333,0.0
2013-04-15.18,2.0,u57,2013-04-15,2013-04-15,23.0,27.0,4.7877777777777775,2.0
2013-04-16.13,2.0,u57,2013-04-16,2013-04-16,24.0,32.0,6.712222222222222,0.0
2013-04-16.14,1.0,u57,2013-04-16,2013-04-16,24.0,32.0,6.712222222222222,0.0
2013-04-17.16,3.0,u57,2013-04-17,2013-04-17,24.0,51.0,5.686111111111111,0.0
2013-04-17.17,2.0,u57,2013-04-17,2013-04-17,24.0,51.0,5.686111111111111,0.0
2013-04-18.15,1.0,u57,2013-04-18,2013-04-18,24.0,40.0,4.800555555555556,0.0
2013-04-20.5,2.0,u57,2013-04-20,2013-04-20,24.0,73.0,9.03,0.0
2013-04-21.3,2.0,u57,2013-04-21,2013-04-21,24.0,26.0,6.579166666666667,0.0
2013-04-23.11,3.0,u57,2013-04-23,2013-04-23,24.0,30.0,5.631111111111111,0.0
2013-04-24.3,3.0,u57,2013-04-24,2013-04-24,24.0,34.0,7.820833333333334,0.0
2013-04-29.13,3.0,u57,2013-04-29,2013-04-29,23.0,43.0,2.9244444444444446,1.0
2013-04-30.8,2.0,u57,2013-04-30,2013-04-30,24.0,31.0,6.553611111111111,1.0
2013-05-01.5,2.0,u57,2013-05-01,2013-05-01,24.0,25.0,7.093333333333334,0.0
2013-05-02.3,3.0,u57,2013-05-02,2013-05-02,24.0,45.0,5.427222222222222,0.0
2013-05-14.1,1.0,u57,2013-05-14,2013-05-14,24.0,92.0,5.131944444444445,0.0
2013-05-09.4,4.0,u57,2013-05-09,2013-05-09,24.0,41.0,6.9383333333333335,0.0
2013-05-15.1,1.0,u57,2013-05-15,2013-05-15,22.0,71.0,5.531666666666666,1.0
2013-05-07.4,1.0,u57,2013-05-07,2013-05-07,26.0,36.0,4.3902777777777775,1.0
2013-05-06.5,3.0,u57,2013-05-06,2013-05-06,24.0,44.0,3.2780555555555555,1.0
2013-05-08.3,1.0,u57,2013-05-08,2013-05-08,23.0,46.0,4.539722222222222,0.0
2013-05-16.1,1.0,u57,2013-05-16,2013-05-16,24.0,73.0,7.661666666666667,0.0
2013-05-19.3,2.0,u57,2013-05-19,2013-05-19,23.0,103.0,4.809444444444445,0.0
2013-05-19.4,1.0,u57,2013-05-19,2013-05-19,23.0,103.0,4.809444444444445,0.0
2013-05-17,1.0,u57,2013-05-17,2013-05-17,23.0,104.0,7.345555555555555,0.0
2013-05-18.3,1.0,u57,2013-05-18,2013-05-18,24.0,85.0,8.402222222222223,0.0
2013-05-20.1,1.0,u57,2013-05-20,2013-05-20,23.0,68.0,7.093333333333333,0.0
2013-05-21.3,1.0,u57,2013-05-21,2013-05-21,24.0,62.0,4.753888888888889,0.0
2013-05-23.2,1.0,u57,2013-05-23,2013-05-23,23.0,63.0,5.056111111111111,0.0
2013-06-03,5.0,u57,2013-06-03,2013-06-03,24.0,142.0,,0.0
2013-03-28.20,1.0,u17,2013-03-28,2013-03-28,24.0,24.0,4.211388888888889,0.0
2013-03-30.15,2.0,u17,2013-03-30,2013-03-30,24.0,24.0,3.391111111111111,0.0
2013-04-11.18,3.0,u17,2013-04-11,2013-04-11,24.0,24.0,4.082222222222222,0.0
2013-04-15.19,3.0,u17,2013-04-15,2013-04-15,24.0,24.0,5.666944444444445,1.0
2013-04-16.15,3.0,u17,2013-04-16,2013-04-16,24.0,24.0,3.420555555555556,0.0
2013-04-17.18,2.0,u17,2013-04-17,2013-04-17,24.0,24.0,4.3175,0.0
2013-04-18.16,3.0,u17,2013-04-18,2013-04-18,24.0,24.0,5.266666666666667,0.0
2013-04-19.4,3.0,u17,2013-04-19,2013-04-19,24.0,24.0,5.733333333333333,0.0
2013-04-20.6,2.0,u17,2013-04-20,2013-04-20,16.0,16.0,2.4363888888888887,0.0
2013-04-21.4,3.0,u17,2013-04-21,2013-04-21,24.0,24.0,5.184166666666667,0.0
2013-04-26.5,3.0,u17,2013-04-26,2013-04-26,24.0,24.0,7.896111111111111,0.0
2013-04-29.14,3.0,u17,2013-04-29,2013-04-29,24.0,24.0,4.224444444444445,1.0
2013-05-01.6,3.0,u17,2013-05-01,2013-05-01,24.0,24.0,4.087777777777778,0.0
2013-05-07.5,3.0,u17,2013-05-07,2013-05-07,24.0,24.0,3.575,1.0
2013-05-08.4,3.0,u17,2013-05-08,2013-05-08,24.0,24.0,5.858333333333333,0.0
2013-05-17.1,3.0,u17,2013-05-17,2013-05-17,24.0,24.0,4.354722222222222,0.0
2013-05-15.2,3.0,u17,2013-05-15,2013-05-15,24.0,24.0,3.3225,0.0
2013-05-18.4,3.0,u17,2013-05-18,2013-05-18,24.0,24.0,2.828055555555556,0.0
2013-05-20.2,3.0,u17,2013-05-20,2013-05-20,24.0,24.0,5.105,0.0
2013-06-01.2,3.0,u17,2013-06-01,2013-06-01,18.0,18.0,0.1711111111111111,0.0
2013-04-03.25,1.0,u23,2013-04-03,2013-04-03,6.0,6.0,2.0575,0.0
2013-03-28.21,1.0,u23,2013-03-28,2013-03-28,24.0,24.0,6.026388888888889,0.0
2013-03-29.18,2.0,u23,2013-03-29,2013-03-29,24.0,24.0,2.267777777777778,0.0
2013-03-29.19,1.0,u23,2013-03-29,2013-03-29,24.0,24.0,2.267777777777778,0.0
2013-03-30.16,1.0,u23,2013-03-30,2013-03-30,24.0,24.0,1.6277777777777778,0.0
2013-03-30.17,4.0,u23,2013-03-30,2013-03-30,24.0,24.0,1.6277777777777778,0.0
2013-03-31.22,4.0,u23,2013-03-31,2013-03-31,24.0,24.0,0.6272222222222222,0.0
2013-03-31.23,1.0,u23,2013-03-31,2013-03-31,24.0,24.0,0.6272222222222222,0.0
2013-04-02.12,1.0,u23,2013-04-02,2013-04-02,24.0,24.0,4.731388888888889,1.0
2013-04-01.15,4.0,u23,2013-04-01,2013-04-01,24.0,24.0,2.9858333333333333,0.0
2013-04-04.25,1.0,u23,2013-04-04,2013-04-04,24.0,24.0,5.384444444444444,0.0
2013-04-05.23,1.0,u23,2013-04-05,2013-04-05,24.0,24.0,4.9975000000000005,0.0
2013-04-08.22,1.0,u23,2013-04-08,2013-04-08,24.0,24.0,3.171111111111111,1.0
2013-04-06.14,1.0,u23,2013-04-06,2013-04-06,24.0,24.0,3.080555555555556,0.0
2013-04-06.15,4.0,u23,2013-04-06,2013-04-06,24.0,24.0,3.080555555555556,0.0
2013-04-07.15,1.0,u23,2013-04-07,2013-04-07,24.0,24.0,3.828888888888889,0.0
2013-04-07.16,4.0,u23,2013-04-07,2013-04-07,24.0,24.0,3.828888888888889,0.0
2013-04-09.17,1.0,u23,2013-04-09,2013-04-09,24.0,24.0,3.835555555555556,1.0
2013-04-12.17,1.0,u23,2013-04-12,2013-04-12,24.0,24.0,5.344166666666666,0.0
2013-04-13.12,1.0,u23,2013-04-13,2013-04-13,24.0,24.0,2.887777777777778,0.0
2013-04-18.17,1.0,u23,2013-04-18,2013-04-18,24.0,24.0,2.6841666666666666,0.0
